EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Annual Salary,Country,City,Seniority,Tenure in Years,Total Compensation
E04972,Sophie Oh,Network Engineer,IT,Corporate,Female,Asian,29,63985,United States,Miami,Young Adulthood,7.816438356,63985
E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,77903,United States,Seattle,Older Adulthood,21.16438356,77903
E03124,Caleb Nelson,Director,Marketing,Corporate,Male,Caucasian,33,164396,United States,Columbus,Young Adulthood,8.22739726,212071
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,29,71234,United States,Seattle,Young Adulthood,4.180821918,71234
E00342,Wesley Doan,Manager,Finance,Corporate,Male,Asian,63,122487,China,Shanghai,Middle Adulthood,21.38356164,132286
E03910,Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,32,101870,United States,Phoenix,Young Adulthood,8.665753425,112057
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,64,40316,Brazil,Manaus,Older Adulthood,5.183561644,40316
E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,115145,China,Chongqing,Middle Adulthood,20.57534247,120902
E00035,Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,Female,Latino,43,62335,Brazil,Manaus,Middle Adulthood,16.48219178,62335
E01832,Ezra Singh,Analyst,Finance,Manufacturing,Male,Asian,56,41561,United States,Austin,Middle Adulthood,19.3260274,41561
E01755,Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,Asian,37,131183,China,Shanghai,Young Adulthood,14.36712329,149549
E00465,Brooklyn Cho,Technical Architect,IT,Manufacturing,Female,Asian,45,92655,China,Chengdu,Middle Adulthood,23.16712329,92655
E02391,Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,Latino,49,157057,United States,Miami,Middle Adulthood,29.43561644,175904
E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,64462,United States,Chicago,Middle Adulthood,20.57260274,64462
E00371,Melody Grant,Quality Engineer,Engineering,Corporate,Female,Caucasian,41,79352,United States,Seattle,Middle Adulthood,19.91506849,79352
E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,157812,United States,Miami,Middle Adulthood,24.44931507,175171
E04369,Santiago f Gray,Quality Engineer,Engineering,Corporate,Male,Caucasian,27,80745,United States,Chicago,Young Adulthood,6.978082192,80745
E00592,Josephine Richardson,System Administrator ,IT,Manufacturing,Female,Caucasian,57,75354,United States,Austin,Middle Adulthood,29.55616438,75354
E03532,Jaxson Santiago,Engineering Manager,Engineering,Research & Development,Male,Latino,56,78938,United States,Phoenix,Middle Adulthood,6.953424658,89989
E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,59,96313,United States,Austin,Middle Adulthood,16.98630137,96313
E03310,Dylan Campbell,Director,Engineering,Speciality Products,Male,Caucasian,45,153767,United States,Phoenix,Middle Adulthood,14.76712329,195284
E01883,Olivia Gray,Manager,Marketing,Research & Development,Female,Black,42,103423,United States,Columbus,Middle Adulthood,9.95890411,109628
E01242,Emery Doan,Controls Engineer,Engineering,Corporate,Female,Asian,25,86464,China,Shanghai,Young Adulthood,4.194520548,86464
E02535,Caroline Perez,Controls Engineer,Engineering,Corporate,Female,Latino,29,80516,Brazil,Sao Paulo,Young Adulthood,7.635616438,80516
E00369,Genesis Woods,Manager,Human Resources,Speciality Products,Female,Black,33,105390,United States,Columbus,Young Adulthood,12.03835616,111713
E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,83418,China,Shanghai,Middle Adulthood,3.989041096,83418
E03278,Nevaeh James,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,66660,United States,Austin,Middle Adulthood,7.832876712,66660
E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,59,101985,United States,Miami,Middle Adulthood,10.23561644,109124
E03055,Austin Rojas,Vice President,Finance,Corporate,Male,Latino,29,199504,United States,Austin,Young Adulthood,6.745205479,259355
E01943,Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,Latino,52,147966,Brazil,Rio de Janerio,Middle Adulthood,18.92054795,164242
E01388,Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,Asian,58,41728,China,Chongqing,Middle Adulthood,11.20821918,41728
E00717,Axel Santos,Sr. Analyst,Accounting,Speciality Products,Male,Latino,62,94422,United States,Phoenix,Middle Adulthood,14.54794521,94422
E04637,Samuel Song,Director,Sales,Corporate,Male,Asian,31,191026,United States,Columbus,Young Adulthood,10.18356164,221590
E03240,Aiden Silva,Vice President,IT,Research & Development,Male,Latino,42,186725,Brazil,Manaus,Middle Adulthood,14.76712329,246477
E00340,Eliana Allen,Business Partner,Human Resources,Research & Development,Female,Caucasian,56,52800,United States,Phoenix,Middle Adulthood,16.04383562,52800
E04751,Grayson James,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,113982,United States,Seattle,Middle Adulthood,14.75068493,113982
E04636,Hailey Yee,Account Representative,Sales,Research & Development,Female,Asian,54,56239,China,Chongqing,Middle Adulthood,4.465753425,56239
E00568,Ian Vargas,Analyst,Sales,Manufacturing,Male,Latino,26,44732,Brazil,Rio de Janerio,Young Adulthood,4.504109589,44732
E02938,John Trinh,Director,Marketing,Corporate,Male,Asian,49,153961,China,Shanghai,Middle Adulthood,11.19178082,192451
E00555,Sofia Trinh,Network Architect,IT,Speciality Products,Female,Asian,45,68337,China,Chongqing,Middle Adulthood,18.71780822,68337
E01111,Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,Asian,45,145093,United States,Chicago,Middle Adulthood,15.33150685,162504
E03149,Layla Collins,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,74170,United States,Austin,Young Adulthood,4.479452055,74170
E00952,Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,Caucasian,59,62605,United States,Austin,Middle Adulthood,29.44657534,62605
E04380,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,107195,United States,Austin,Middle Adulthood,5.473972603,116843
E04095,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,45,127422,United States,Columbus,Middle Adulthood,7.643835616,146535
E04994,Bella Holmes,Director,Accounting,Research & Development,Female,Caucasian,35,161269,United States,Miami,Young Adulthood,8.189041096,204812
E00447,Hailey Sanchez,Vice President,Marketing,Corporate,Female,Latino,32,203445,Brazil,Manaus,Young Adulthood,11.57808219,272616
E00089,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,Asian,37,131353,China,Shanghai,Young Adulthood,14.63287671,145802
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,88182,China,Chengdu,Middle Adulthood,15.4739726,88182
E03595,Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,75780,United States,Seattle,Middle Adulthood,6.021917808,75780
E03611,Alice Mehta,Analyst II,Sales,Research & Development,Female,Asian,45,52621,China,Beijing,Middle Adulthood,6.421917808,52621
E04464,Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,Asian,60,106079,United States,Austin,Middle Adulthood,7.547945205,120930
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,92058,United States,Austin,Young Adulthood,8.55890411,92058
E01684,Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,Asian,64,67114,United States,Phoenix,Older Adulthood,6.504109589,67114
E02968,Caroline Santos,Analyst II,Finance,Research & Development,Female,Latino,25,56565,Brazil,Sao Paulo,Young Adulthood,5.142465753,56565
E03362,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,64937,United States,Phoenix,Middle Adulthood,14.29589041,64937
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,127626,United States,Miami,Older Adulthood,18.99726027,140389
E02217,William Phillips,Network Architect,IT,Corporate,Male,Black,61,88478,United States,Austin,Middle Adulthood,21.6109589,88478
E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,91679,China,Chongqing,Middle Adulthood,11.37534247,98097
E01967,John Dang,Director,Sales,Corporate,Male,Asian,58,199848,China,Chongqing,Middle Adulthood,33.47671233,231824
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,34,61944,China,Shanghai,Young Adulthood,6.81369863,61944
E03795,Hazel Young,Sr. Manger,Sales,Speciality Products,Female,Black,30,154624,United States,Austin,Young Adulthood,8.057534247,177818
E00508,Thomas Jung,Sr. Analyst,Accounting,Research & Development,Male,Asian,50,79447,China,Shanghai,Middle Adulthood,15.86849315,79447
E02047,Xavier Perez,Sr. Analyst,Sales,Manufacturing,Male,Latino,51,71111,Brazil,Rio de Janerio,Middle Adulthood,27.53150685,71111
E01582,Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,Caucasian,53,159538,United States,Miami,Middle Adulthood,10.87671233,177087
E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,47,111404,Brazil,Rio de Janerio,Middle Adulthood,6.920547945,111404
E04872,Isaac Stewart,Director,Marketing,Speciality Products,Male,Caucasian,25,172007,United States,Miami,Young Adulthood,5.049315068,216729
E03159,Claire Romero,Vice President,Marketing,Manufacturing,Female,Latino,37,219474,Brazil,Manaus,Young Adulthood,14.1260274,298485
E01337,Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,41,174415,United States,Miami,Middle Adulthood,6.304109589,214530
E00102,Riley Rojas,Network Architect,IT,Speciality Products,Female,Latino,36,90333,Brazil,Rio de Janerio,Young Adulthood,4.61369863,90333
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,67299,United States,Phoenix,Young Adulthood,4.61369863,67299
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,45286,United States,Chicago,Middle Adulthood,20.53424658,45286
E03354,Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,48,194723,United States,Phoenix,Middle Adulthood,18.07945205,243404
E01225,Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,109850,China,Beijing,Middle Adulthood,13.06849315,117540
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,45295,Brazil,Sao Paulo,Middle Adulthood,11.37808219,45295
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,61310,United States,Phoenix,Young Adulthood,15.03561644,61310
E02848,Lincoln Huynh,System Administrator ,IT,Research & Development,Male,Asian,55,87851,China,Chongqing,Middle Adulthood,8.816438356,87851
E00480,Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,Asian,31,47913,United States,Seattle,Young Adulthood,7.479452055,47913
E00203,Julia Doan,Business Partner,Human Resources,Speciality Products,Female,Asian,53,46727,United States,Columbus,Middle Adulthood,7.989041096,46727
E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,133400,United States,Phoenix,Young Adulthood,4.380821918,148074
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,39,90535,United States,Miami,Middle Adulthood,5.364383562,90535
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,93343,China,Chongqing,Middle Adulthood,19.15616438,93343
E00647,Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,Asian,44,63705,United States,Miami,Middle Adulthood,19.53424658,63705
E02522,Silas Rivera,Vice President,Sales,Corporate,Male,Latino,48,258081,United States,Chicago,Middle Adulthood,25.5260274,335505
E00459,Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,Black,48,54654,United States,Phoenix,Middle Adulthood,4.947945205,54654
E03007,Isaac Joseph,Analyst,Sales,Manufacturing,Male,Caucasian,54,58006,United States,Seattle,Middle Adulthood,26.95616438,58006
E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,42,150034,China,Beijing,Middle Adulthood,14.46849315,168038
E00952,Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,38,198562,United States,Seattle,Young Adulthood,18.27123288,242246
E03863,Madeline Watson,Account Representative,Sales,Research & Development,Female,Black,40,62411,United States,Miami,Middle Adulthood,16.27671233,62411
E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,57,111299,United States,Miami,Middle Adulthood,33.66849315,124655
E01895,Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,43,41545,United States,Miami,Middle Adulthood,6.142465753,41545
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,74467,United States,Columbus,Young Adulthood,6.389041096,74467
E02938,Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,44,117545,United States,Phoenix,Middle Adulthood,23.57534247,124598
E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,117226,United States,Phoenix,Middle Adulthood,13.4739726,126604
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,55767,United States,Phoenix,Young Adulthood,6.608219178,55767
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,29,60930,United States,Austin,Young Adulthood,8.794520548,60930
E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,154973,Brazil,Sao Paulo,Young Adulthood,6.860273973,199915
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,69332,United States,Columbus,Young Adulthood,7.868493151,69332
E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,59,119699,China,Shanghai,Middle Adulthood,24.41369863,119699
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,198176,Brazil,Manaus,Middle Adulthood,4.950684932,231866
E00577,Nora Nunez,Analyst II,Finance,Research & Development,Female,Latino,45,58586,Brazil,Sao Paulo,Middle Adulthood,13.07945205,58586
E00538,Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,Asian,38,74010,United States,Chicago,Young Adulthood,13.76986301,74010
E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,96598,United States,Phoenix,Young Adulthood,5.580821918,96598
E00717,Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,64,106444,United States,Phoenix,Older Adulthood,22.29863014,111766
E00225,Angel Delgado,Director,Finance,Corporate,Male,Latino,31,156931,United States,Seattle,Young Adulthood,8.065753425,200872
E02889,Mia Herrera,Director,Marketing,Research & Development,Female,Latino,43,171360,Brazil,Manaus,Middle Adulthood,10.88493151,210773
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,64505,United States,Miami,Middle Adulthood,16.41917808,64505
E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,102298,Brazil,Rio de Janerio,Young Adulthood,3.898630137,115597
E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,27,133297,Brazil,Rio de Janerio,Young Adulthood,5.97260274,150626
E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,155080,United States,Austin,Young Adulthood,4.463013699,170588
E04335,Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,81828,United States,Miami,Young Adulthood,7.057534247,81828
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,149417,China,Chengdu,Older Adulthood,24.87123288,168841
E03102,Cooper Valdez,Manager,Sales,Corporate,Male,Latino,50,113269,Brazil,Sao Paulo,Middle Adulthood,13.36164384,123463
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,136716,United States,Austin,Middle Adulthood,7.715068493,153122
E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,54,122644,United States,Austin,Middle Adulthood,13.87671233,137361
E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,106428,United States,Chicago,Middle Adulthood,25.3369863,113878
E03106,Xavier Davis,Vice President,Finance,Corporate,Male,Caucasian,36,238236,United States,Seattle,Young Adulthood,16.63287671,312089
E01350,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,153253,United States,Austin,Older Adulthood,12.70410959,190034
E02900,Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,34,103707,United States,Columbus,Young Adulthood,10.92054795,113041
E02202,Emilia Bailey,Vice President,Accounting,Speciality Products,Female,Caucasian,41,245360,United States,Austin,Middle Adulthood,13.07123288,336143
E02696,Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,Asian,25,67275,United States,Columbus,Young Adulthood,4.153424658,67275
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,101288,United States,Phoenix,Middle Adulthood,10.61643836,111417
E04562,Kinsley Martinez,Director,Human Resources,Speciality Products,Female,Latino,52,177443,Brazil,Sao Paulo,Middle Adulthood,32.03287671,221804
E00640,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,91400,United States,Chicago,Young Adulthood,9.353424658,91400
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,44,181247,Brazil,Sao Paulo,Middle Adulthood,17.9890411,241059
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,135558,United States,Phoenix,Middle Adulthood,21.88219178,154536
E00646,Charles Moore,Analyst,Accounting,Speciality Products,Male,Caucasian,49,56878,United States,Seattle,Middle Adulthood,13.71780822,56878
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,34,94735,China,Beijing,Young Adulthood,5.953424658,94735
E03580,Maverick Medina,Analyst II,Sales,Manufacturing,Male,Latino,39,51234,United States,Seattle,Middle Adulthood,18.27945205,51234
E00446,Isaac Han,Vice President,Human Resources,Speciality Products,Male,Asian,31,230025,United States,Phoenix,Young Adulthood,10.63835616,308234
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,134006,China,Beijing,Young Adulthood,15.48767123,151427
E03718,Zoe Zhou,Manager,Finance,Corporate,Female,Asian,61,103096,China,Beijing,Middle Adulthood,15.91506849,110313
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,29,58703,United States,Columbus,Young Adulthood,9.038356164,58703
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,132544,Brazil,Rio de Janerio,Young Adulthood,12.69589041,145798
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,126671,United States,Miami,Young Adulthood,5.383561644,138071
E03000,Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,33,56405,United States,Chicago,Young Adulthood,4.610958904,56405
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,88730,China,Chongqing,Young Adulthood,10.76438356,95828
E02684,Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,Latino,39,62861,United States,Seattle,Middle Adulthood,16.96712329,62861
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,151246,Brazil,Sao Paulo,Middle Adulthood,19.12876712,183008
E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,154388,United States,Seattle,Middle Adulthood,28.40821918,169827
E00758,Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,54,162978,United States,Miami,Middle Adulthood,30.95342466,190684
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,55,80170,United States,Miami,Middle Adulthood,31.8109589,80170
E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,98520,United States,Miami,Middle Adulthood,4.347945205,98520
E04415,Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,52,116527,United States,Phoenix,Middle Adulthood,25.69315068,124684
E03278,Nicholas Wong,Director,Sales,Research & Development,Male,Asian,27,174607,United States,Columbus,Young Adulthood,5.821917808,225243
E00282,Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,Latino,58,64202,United States,Columbus,Middle Adulthood,19.40273973,64202
E03305,Cooper Jiang,Analyst II,Accounting,Corporate,Male,Asian,49,50883,China,Chongqing,Middle Adulthood,6.109589041,50883
E00559,Penelope Silva,Network Architect,IT,Speciality Products,Female,Latino,36,94618,United States,Columbus,Young Adulthood,8.832876712,94618
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,151556,United States,Miami,Young Adulthood,5.884931507,181867
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,37,80659,United States,Phoenix,Young Adulthood,5.487671233,80659
E03858,John Cho,Director,Human Resources,Speciality Products,Male,Asian,47,195385,China,Chengdu,Middle Adulthood,5.832876712,236416
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,52693,Brazil,Rio de Janerio,Young Adulthood,9.293150685,52693
E00126,Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,58,72045,United States,Phoenix,Middle Adulthood,9.356164384,72045
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,62749,Brazil,Manaus,Middle Adulthood,19.77260274,62749
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,154884,China,Shanghai,Middle Adulthood,7.249315068,170372
E00481,Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,61,96566,United States,Columbus,Middle Adulthood,9.490410959,96566
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,45,54994,United States,Columbus,Middle Adulthood,24.04109589,54994
E03902,Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,40,61523,United States,Columbus,Middle Adulthood,13.58082192,61523
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,45,190512,United States,Columbus,Middle Adulthood,14.73150685,251476
E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,124827,China,Beijing,Young Adulthood,12.55616438,124827
E00836,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,101577,United States,Chicago,Middle Adulthood,6.621917808,106656
E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,44,105223,United States,Phoenix,Middle Adulthood,19.88767123,115745
E00287,Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,Latino,48,94815,United States,Chicago,Middle Adulthood,17.16712329,94815
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,114893,China,Chengdu,Young Adulthood,3.715068493,121787
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,80622,United States,Austin,Young Adulthood,8.646575342,80622
E03247,Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,57,246589,United States,Phoenix,Middle Adulthood,8.810958904,327963
E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,119397,China,Beijing,Middle Adulthood,7.290410959,130143
E02191,Maria Sun,Director,Sales,Corporate,Female,Asian,25,150666,China,Chengdu,Young Adulthood,3.704109589,185319
E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,148035,United States,Phoenix,Middle Adulthood,23.66027397,168760
E03349,Dylan Chin,Director,Finance,Corporate,Male,Asian,60,158898,United States,Miami,Middle Adulthood,8.246575342,187500
E04032,Emery Zhang,Field Engineer,Engineering,Corporate,Female,Asian,45,89659,China,Beijing,Middle Adulthood,13.51780822,89659
E00005,Riley Washington,Director,Sales,Speciality Products,Female,Caucasian,39,171487,United States,Phoenix,Middle Adulthood,18.35616438,210929
E04354,Raelynn Rios,Vice President,Sales,Manufacturing,Female,Latino,43,258498,United States,Columbus,Middle Adulthood,9.035616438,348972
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,37,146961,United States,Columbus,Young Adulthood,14.76712329,163127
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,85369,Brazil,Manaus,Middle Adulthood,27.38082192,85369
E03058,Robert Wright,Technical Architect,IT,Manufacturing,Male,Caucasian,30,67489,United States,Chicago,Young Adulthood,10.22465753,67489
E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,166259,United States,Chicago,Middle Adulthood,6.909589041,194523
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,47032,United States,Columbus,Middle Adulthood,16.66027397,47032
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,98427,United States,Columbus,Young Adulthood,8.95890411,98427
E01909,Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,44,47387,China,Chengdu,Middle Adulthood,15.26575342,47387
E04398,Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,31,176710,United States,Miami,Young Adulthood,6.232876712,203217
E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,95960,China,Chengdu,Young Adulthood,13.60273973,95960
E03545,Sofia Cheng,Vice President,Accounting,Corporate,Female,Asian,63,216195,United States,Miami,Middle Adulthood,5.104109589,283215
