Date,Dispensed Pharmacy,Dispensed Region,Distribution Method,Order Priority,Ship Date,Distribution Costs,Number of Records,Order ID
2/18/2007,David Bremer,South,Custom Order,Critical,11/5/2007,2.14,1,"22,083"
2/18/2007,Frank Merwin,West,DTP,High,11/6/2007,13.99,1,"59,170"
2/18/2007,Frank Merwin,West,DTP,High,11/7/2007,45.04,1,"59,170"
2/19/2007,Ken Dana,West,Wholesaler,Not Specified,11/8/2007,69.64,1,"16,547"
2/19/2007,Ken Dana,West,Wholesaler,Not Specified,11/9/2007,58.92,1,"16,547"
2/20/2007,Debra Catini,West,DTP,High,11/10/2007,5.17,1,"56,483"
2/20/2007,Justin Knight,Central,DTP,Not Specified,11/11/2007,8.98,1,"18,471"
2/20/2007,Frank Merwin,West,DTP,High,11/12/2007,1.99,1,"36,455"
2/20/2007,Roland Fjeld,West,DTP,High,11/13/2007,5.03,1,"47,011"
2/21/2007,Anthony Johnson,East,DTP,Medium,11/14/2007,6.22,1,"53,511"
2/21/2007,Sally Hughsby,South,DTP,High,11/15/2007,0.5,1,"55,300"
2/21/2007,Tracy Collins,Central,Custom Order,High,11/16/2007,6.15,1,"58,182"
2/21/2007,Anthony Johnson,East,DTP,Medium,11/17/2007,8.49,1,"53,511"
2/21/2007,Sally Hughsby,South,DTP,High,11/18/2007,6.89,1,"55,300"
2/21/2007,Sally Hughsby,South,DTP,High,11/19/2007,13.04,1,"55,300"
2/22/2007,Neola Schneider,East,Custom Order,Low,11/20/2007,0.5,1,"57,509"
2/22/2007,Ann Blume,South,DTP,Critical,11/21/2007,19.99,1,"38,087"
2/22/2007,Neola Schneider,East,Wholesaler,Low,11/22/2007,66.67,1,"57,509"
2/23/2007,Anthony O'Donnell,South,Wholesaler,Not Specified,11/23/2007,14.7,1,"6,368"
2/23/2007,Peter Buhler,Central,DTP,Not Specified,11/24/2007,4.62,1,"54,947"
2/23/2007,Adam Shillingsburg,South,DTP,High,11/25/2007,7.73,1,"39,072"
2/23/2007,Peter Buhler,Central,DTP,Not Specified,11/26/2007,5.02,1,"54,947"
2/24/2007,Brian Moss,South,Wholesaler,High,11/27/2007,53.03,1,"28,256"
2/24/2007,Mary O'Rourke,East,DTP,Critical,11/28/2007,12.9,1,"58,310"
2/24/2007,Ruben Ausman,East,DTP,Critical,11/29/2007,8.74,1,"36,643"
2/24/2007,Ruben Ausman,East,DTP,Critical,11/30/2007,8.78,1,"36,643"
2/25/2007,Dianna Arnett,South,Wholesaler,Critical,12/1/2007,164.73,1,"37,441"
2/25/2007,Jeremy Lonsdale,Central,Custom Order,Critical,12/2/2007,3.99,1,"18,816"
2/25/2007,Dianna Arnett,South,DTP,Critical,12/3/2007,0.96,1,"37,441"
2/25/2007,Peter McVee,West,DTP,Critical,12/4/2007,35,1,"11,008"
2/26/2007,Mick Crebagga,Central,DTP,High,12/5/2007,1.99,1,"49,123"
2/26/2007,Mick Crebagga,Central,DTP,High,12/6/2007,5.75,1,"49,123"
2/26/2007,Dana Kaydos,East,Custom Order,Not Specified,12/7/2007,8.55,1,"48,230"
2/26/2007,Dana Kaydos,East,DTP,Not Specified,12/8/2007,35,1,"48,230"
2/26/2007,Dan Campbell,South,DTP,Low,12/9/2007,22.24,1,"18,819"
2/27/2007,Stephanie Phelps,East,DTP,Medium,12/10/2007,24.49,1,"18,279"
2/27/2007,Darrin Van Huff,South,DTP,Critical,12/11/2007,5.99,1,"30,564"
2/27/2007,Sean O'Donnell,South,DTP,Critical,12/12/2007,7.47,1,"1,059"
2/27/2007,Jill Matthias,South,DTP,High,12/13/2007,2.2,1,"43,846"
2/27/2007,Cathy Hwang,South,DTP,Medium,12/14/2007,2,1,"30,215"
2/27/2007,Stephanie Phelps,East,DTP,Medium,12/15/2007,1.99,1,"18,279"
2/27/2007,Jennifer Patt,South,DTP,Critical,12/16/2007,6.79,1,"57,890"
2/27/2007,Sean O'Donnell,South,DTP,Critical,12/17/2007,2.99,1,"1,059"
2/27/2007,Cathy Hwang,South,DTP,Medium,12/18/2007,8.99,1,"30,215"
2/28/2007,James Lanier,East,Wholesaler,High,12/19/2007,42.52,1,"51,937"
2/28/2007,Keith Dawkins,Central,DTP,Critical,12/20/2007,5.99,1,"6,979"
2/28/2007,Cari Sayre,West,Custom Order,Low,12/21/2007,8.8,1,"14,916"
2/28/2007,Cindy Schnelling,South,DTP,Low,12/22/2007,4.62,1,"39,846"
2/28/2007,Cindy Schnelling,South,Wholesaler,Low,12/23/2007,54.74,1,"39,846"
3/1/2007,Victoria Pisteka,Central,DTP,Low,12/24/2007,4.2,1,"41,888"
3/1/2007,Steven Ward,Central,Custom Order,Critical,12/25/2007,8.74,1,"57,958"
3/1/2007,Victoria Pisteka,Central,Custom Order,Low,12/26/2007,2.38,1,"41,888"
3/1/2007,Victoria Pisteka,Central,DTP,Low,12/27/2007,9.07,1,"41,888"
3/2/2007,Denise Monton,Central,Custom Order,Critical,12/28/2007,4.99,1,"22,851"
3/2/2007,Denise Monton,Central,DTP,Critical,12/29/2007,1.99,1,"22,851"
3/2/2007,Evan Minnotte,Central,DTP,Critical,12/30/2007,7.47,1,"19,042"
3/2/2007,James Lanier,East,DTP,High,12/31/2007,11.25,1,"8,258"
3/2/2007,Denise Monton,Central,DTP,Critical,1/1/2008,5.33,1,"22,851"
3/2/2007,Natalie Fritzler,East,Wholesaler,Low,1/2/2008,14,1,"11,302"
3/2/2007,Nathan Mautz,South,Custom Order,Medium,1/3/2008,24.49,1,"22,917"
3/3/2007,Alan Hwang,South,Custom Order,Not Specified,1/4/2008,4.99,1,"21,703"
3/3/2007,Alan Barnes,Central,DTP,Medium,1/5/2008,4,1,"41,153"
3/3/2007,Ryan Akin,South,Custom Order,Not Specified,1/6/2008,1.99,1,"54,369"
3/3/2007,Alan Hwang,South,DTP,Not Specified,1/7/2008,0.5,1,"21,703"
3/3/2007,Alan Hwang,South,DTP,Not Specified,1/8/2008,39.61,1,"21,703"
3/3/2007,Theresa Swint,Central,Wholesaler,High,1/9/2008,35.89,1,"46,021"
3/4/2007,Jim Radford,East,DTP,Low,1/10/2008,5.33,1,"12,544"
3/5/2007,Delfina Latchford,East,DTP,Low,1/11/2008,2.27,1,"10,022"
3/5/2007,Carl Weiss,East,Wholesaler,Critical,1/12/2008,57,1,"28,291"
3/5/2007,Mick Crebagga,Central,DTP,Low,1/13/2008,8.99,1,"20,166"
3/6/2007,Bill Eplett,South,Custom Order,Medium,1/14/2008,8.8,1,"53,152"
3/6/2007,Guy Armstrong,Central,Custom Order,Not Specified,1/15/2008,3.97,1,"12,934"
3/6/2007,Denise Monton,Central,DTP,Not Specified,1/16/2008,2.99,1,"20,773"
3/6/2007,Guy Armstrong,Central,DTP,Not Specified,1/17/2008,1.39,1,"12,934"
3/6/2007,Quincy Jones,South,DTP,Critical,1/18/2008,5.81,1,"2,466"
3/6/2007,Bill Eplett,South,DTP,Medium,1/19/2008,7.53,1,"53,152"
3/6/2007,Bill Eplett,South,DTP,Medium,1/20/2008,8.68,1,"53,152"
3/6/2007,Bill Eplett,South,DTP,Medium,1/21/2008,11.17,1,"53,152"
3/6/2007,Christina DeMoss,West,Wholesaler,Low,1/22/2008,54.12,1,"5,828"
3/7/2007,Joy Bell,East,DTP,Medium,1/23/2008,49,1,"49,154"
3/7/2007,Trudy Schmidt,West,DTP,Not Specified,1/24/2008,6.86,1,"1,799"
3/7/2007,Trudy Schmidt,West,Wholesaler,Not Specified,1/25/2008,30,1,"1,799"
3/7/2007,Raymond Book,East,Wholesaler,Low,1/26/2008,23.78,1,"24,391"
3/8/2007,Dennis Bolton,East,Wholesaler,Critical,1/27/2008,16.63,1,"49,412"
3/9/2007,John Huston,Central,DTP,Low,1/28/2008,8.29,1,"13,542"
3/9/2007,Richard Bierner,West,DTP,Critical,1/29/2008,19.99,1,"37,510"
3/9/2007,Rose O'Brian,East,DTP,High,1/30/2008,10.17,1,"8,709"
3/9/2007,Rose O'Brian,East,Wholesaler,High,1/31/2008,33.6,1,"8,709"
3/9/2007,John Huston,Central,Wholesaler,Low,2/1/2008,64.73,1,"13,542"
3/10/2007,Dorothy Badders,East,DTP,High,2/2/2008,6.15,1,"58,434"
3/10/2007,Karen Bern,East,Custom Order,Not Specified,2/3/2008,3.3,1,"59,879"
3/10/2007,Ann Steele,West,DTP,Not Specified,2/4/2008,49,1,"52,870"
3/10/2007,Maxwell Schwartz,West,Custom Order,Low,2/5/2008,1.39,1,"59,776"
3/10/2007,Maxwell Schwartz,West,Wholesaler,Low,2/6/2008,48.26,1,"59,776"
3/11/2007,Thomas Brumley,West,DTP,Medium,2/7/2008,7.54,1,"34,497"
3/11/2007,Nora Price,East,Custom Order,Medium,2/8/2008,19.99,1,"13,632"
3/11/2007,Thomas Brumley,West,DTP,Medium,2/9/2008,8.18,1,"34,497"
3/11/2007,Roy Phan,East,DTP,Low,2/10/2008,24.49,1,"37,095"
3/12/2007,Heather Kirkland,East,Custom Order,High,2/11/2008,3.3,1,"27,111"
3/12/2007,Heather Kirkland,East,DTP,High,2/12/2008,19.99,1,"27,111"
3/12/2007,Craig Carroll,West,DTP,Not Specified,2/13/2008,6.19,1,"2,373"
3/12/2007,Heather Kirkland,East,DTP,High,2/14/2008,19.99,1,"27,111"
3/13/2007,Rob Beeghly,South,Wholesaler,Not Specified,2/15/2008,57.38,1,"25,574"
3/13/2007,Rob Beeghly,South,Custom Order,Not Specified,2/16/2008,3.61,1,"25,574"
3/13/2007,Dennis Kane,South,DTP,High,2/17/2008,14.17,1,"33,217"
3/13/2007,Lindsay Castell,Central,DTP,Not Specified,2/18/2008,14.52,1,"12,450"
3/13/2007,Laura Armstrong,South,DTP,Not Specified,2/19/2008,1.3,1,"45,987"
3/13/2007,Resi Polking,South,DTP,Low,2/20/2008,5.99,1,"14,176"
3/14/2007,Denny Blanton,West,DTP,Critical,2/21/2008,2.5,1,"28,258"
3/14/2007,Carol Adams,Central,DTP,Medium,2/22/2008,7.37,1,"23,398"
3/14/2007,Carlos Daly,East,DTP,Critical,2/23/2008,5.04,1,"40,518"
3/14/2007,Denny Blanton,West,DTP,Critical,2/24/2008,19.99,1,"28,258"
3/15/2007,Michelle Moray,South,Wholesaler,Medium,2/25/2008,29.21,1,"7,776"
3/15/2007,Michael Granlund,East,Custom Order,Critical,2/26/2008,69,1,"28,647"
3/15/2007,Beth Fritzler,Central,DTP,Not Specified,2/27/2008,5.17,1,"24,193"
3/15/2007,Michelle Moray,South,Wholesaler,Medium,2/28/2008,23.76,1,"7,776"
3/15/2007,Beth Fritzler,Central,DTP,Not Specified,2/29/2008,0.99,1,"24,193"
3/15/2007,Thea Hudgings,Central,DTP,Not Specified,3/1/2008,10.84,1,"46,241"
3/15/2007,Beth Fritzler,Central,Wholesaler,Not Specified,3/2/2008,55.96,1,"24,193"
3/16/2007,Alejandro Grove,West,Wholesaler,High,3/3/2008,54.12,1,"1,952"
3/16/2007,Chuck Sachs,East,DTP,Medium,3/4/2008,12.99,1,"11,585"
3/16/2007,Mike Kennedy,East,DTP,Medium,3/5/2008,0.7,1,"28,480"
3/16/2007,Naresj Patel,West,DTP,High,3/6/2008,3.92,1,"26,855"
3/16/2007,Daniel Byrd,East,DTP,Not Specified,3/7/2008,5.3,1,"53,573"
3/17/2007,Daniel Raglin,West,DTP,Medium,3/8/2008,1.39,1,"36,807"
3/17/2007,Michael Stewart,West,Wholesaler,High,3/9/2008,60,1,"57,476"
3/17/2007,John Dryer,South,DTP,Not Specified,3/10/2008,4,1,"9,383"
3/17/2007,Michael Stewart,West,DTP,High,3/11/2008,8.99,1,"57,476"
3/18/2007,Gene McClure,Central,DTP,Not Specified,3/12/2008,5.35,1,"9,733"
3/18/2007,Julie Prescott,Central,Custom Order,Medium,3/13/2008,2.83,1,"6,498"
3/18/2007,Sean Christensen,West,DTP,Medium,3/14/2008,1.09,1,"39,906"
3/19/2007,Thomas Boland,West,DTP,Critical,3/15/2008,4.81,1,"15,170"
3/19/2007,Kimberly Carter,Central,Custom Order,Medium,3/16/2008,13.99,1,"31,941"
3/19/2007,Ricardo Block,South,Wholesaler,Medium,3/17/2008,64.66,1,"23,751"
3/19/2007,Kimberly Carter,Central,DTP,Medium,3/18/2008,9.68,1,"31,941"
3/19/2007,Marc Harrigan,East,DTP,Critical,3/19/2008,5.14,1,"43,140"
3/19/2007,Brendan Murry,South,DTP,Not Specified,3/20/2008,0.5,1,"19,299"
3/19/2007,Eric Barreto,South,Wholesaler,High,3/21/2008,58.92,1,"9,894"
3/19/2007,Anna Chung,West,Wholesaler,Critical,3/22/2008,53.03,1,"53,920"
3/20/2007,Beth Thompson,East,DTP,Critical,3/23/2008,5.63,1,"23,429"
3/20/2007,Noah Childs,East,DTP,High,3/24/2008,16.95,1,"49,216"
3/20/2007,Sally Hughsby,South,DTP,High,3/25/2008,8.59,1,"16,676"
3/20/2007,Noah Childs,East,Wholesaler,High,3/26/2008,28.06,1,"49,216"
3/20/2007,Noah Childs,East,Custom Order,High,3/27/2008,6.35,1,"49,216"
3/20/2007,Beth Thompson,East,Custom Order,Critical,3/28/2008,5.26,1,"23,429"
3/21/2007,Barry Weirich,South,DTP,Medium,3/29/2008,4,1,"6,116"
3/21/2007,Rob Haberlin,Central,DTP,Medium,3/30/2008,0.5,1,"2,530"
3/21/2007,Barry Weirich,South,DTP,Medium,3/31/2008,24.49,1,"6,116"
3/21/2007,Victoria Wilson,West,DTP,Not Specified,4/1/2008,2.15,1,"38,084"
3/21/2007,Victoria Wilson,West,DTP,Not Specified,4/2/2008,4.98,1,"38,084"
3/21/2007,Charles Crestani,South,Wholesaler,Low,4/3/2008,35.02,1,"11,077"
3/22/2007,Emily Phan,South,DTP,Medium,4/4/2008,8.99,1,"29,766"
3/22/2007,Christopher Conant,Central,DTP,High,4/5/2008,6.35,1,"13,825"
3/22/2007,Harold Ryan,East,DTP,High,4/6/2008,19.99,1,"26,470"
3/22/2007,Emily Phan,South,DTP,Medium,4/7/2008,24.49,1,"29,766"
3/22/2007,Tony Sayre,East,DTP,Low,4/8/2008,4.51,1,"7,719"
3/22/2007,Tonja Turnell,East,DTP,Not Specified,4/9/2008,6.55,1,"35,744"
3/23/2007,David Philippe,East,Wholesaler,Low,4/10/2008,29.7,1,"8,257"
3/23/2007,Kelly Williams,South,Custom Order,Medium,4/11/2008,4,1,"39,301"
3/23/2007,Jack O'Briant,East,DTP,Not Specified,4/12/2008,4.53,1,"48,900"
3/23/2007,Dean Braden,Central,Wholesaler,Not Specified,4/13/2008,17.85,1,"55,776"
3/23/2007,Lena Cacioppo,Central,DTP,High,4/14/2008,0.5,1,"7,136"
3/23/2007,Lena Cacioppo,Central,DTP,High,4/15/2008,1.99,1,"7,136"
3/23/2007,Pamela Stobb,Central,DTP,Not Specified,4/16/2008,4,1,"13,252"
3/23/2007,Jack O'Briant,East,DTP,Not Specified,4/17/2008,6.35,1,"48,900"
3/23/2007,Kelly Williams,South,DTP,Medium,4/18/2008,8.37,1,"39,301"
3/23/2007,Pamela Stobb,Central,Wholesaler,Not Specified,4/19/2008,30,1,"13,252"
3/23/2007,David Philippe,East,DTP,Low,4/20/2008,5.09,1,"8,257"
3/23/2007,David Philippe,East,DTP,Low,4/21/2008,1.6,1,"8,257"
3/24/2007,Paul Prost,South,Custom Order,High,4/22/2008,0.71,1,"34,017"
3/24/2007,William Brown,South,DTP,Not Specified,4/23/2008,24.49,1,"43,650"
3/24/2007,George Ashbrook,East,Custom Order,Medium,4/24/2008,5.76,1,"57,382"
3/24/2007,George Ashbrook,East,DTP,Medium,4/25/2008,1.49,1,"57,382"
3/24/2007,Paul Prost,South,DTP,High,4/26/2008,7.69,1,"34,017"
3/24/2007,William Brown,South,DTP,Not Specified,4/27/2008,5.81,1,"43,650"
3/24/2007,Liz Price,West,DTP,Not Specified,4/28/2008,7.51,1,"50,338"
3/25/2007,Tamara Chand,East,DTP,Medium,4/29/2008,5.41,1,"57,415"
3/25/2007,Troy Staebel,South,DTP,Critical,4/30/2008,19.99,1,"38,721"
3/25/2007,Nat Carroll,West,DTP,Not Specified,5/1/2008,2.99,1,"32,451"
3/25/2007,Dionis Lloyd,South,Wholesaler,Medium,5/2/2008,52.42,1,"58,628"
3/25/2007,Michael Oakman,Central,DTP,Low,5/3/2008,7.29,1,"37,794"
3/25/2007,Troy Staebel,South,DTP,Critical,5/4/2008,54.95,1,"38,721"
3/25/2007,Michael Oakman,Central,DTP,Low,5/5/2008,19.99,1,"37,794"
3/26/2007,Michael Grace,South,DTP,Not Specified,5/6/2008,9.03,1,"51,266"
3/26/2007,Joe Kamberova,West,DTP,Low,5/7/2008,5.4,1,"1,892"
3/26/2007,Christopher Martinez,Central,Wholesaler,Low,5/8/2008,41.44,1,"10,148"
3/26/2007,Michael Grace,South,DTP,Not Specified,5/9/2008,4.86,1,"51,266"
3/26/2007,Justin Knight,Central,Custom Order,Critical,5/10/2008,5.16,1,"38,565"
3/26/2007,Michael Grace,South,Custom Order,Not Specified,5/11/2008,7.73,1,"51,266"
3/26/2007,Michael Grace,South,DTP,Not Specified,5/12/2008,13.99,1,"51,266"
3/26/2007,Dario Medina,West,DTP,Critical,5/13/2008,12.93,1,323
3/26/2007,Joe Kamberova,West,DTP,Low,5/14/2008,5.26,1,"1,892"
3/27/2007,Muhammed Yedwab,East,DTP,Not Specified,5/15/2008,11.79,1,"31,174"
3/27/2007,Liz Pelletier,Central,DTP,Medium,5/16/2008,11.52,1,"51,554"
3/27/2007,Lynn Smith,West,DTP,Critical,5/17/2008,1.5,1,"3,653"
3/27/2007,Rick Huthwaite,West,DTP,Not Specified,5/18/2008,5.74,1,"46,407"
3/27/2007,Liz Pelletier,Central,Wholesaler,Medium,5/19/2008,60,1,"51,554"
3/27/2007,Muhammed Yedwab,East,DTP,Not Specified,5/20/2008,4.71,1,"31,174"
3/28/2007,Christopher Schild,Central,DTP,Medium,5/21/2008,1.5,1,"32,869"
3/28/2007,Christopher Schild,Central,DTP,Medium,5/22/2008,11.82,1,"32,869"
3/28/2007,Christopher Schild,Central,DTP,Medium,5/23/2008,18.45,1,"32,869"
3/28/2007,Keith Dawkins,Central,DTP,Medium,5/24/2008,8.99,1,"21,633"
3/28/2007,Adam Shillingsburg,South,DTP,High,5/25/2008,8.51,1,"39,750"
3/28/2007,Jennifer Ferguson,South,DTP,Medium,5/26/2008,8.34,1,"22,562"
3/28/2007,Heather Jas,West,DTP,Not Specified,5/27/2008,2.01,1,"53,953"
3/28/2007,Anthony Johnson,East,DTP,High,5/28/2008,1.99,1,"50,816"
3/28/2007,Anthony Johnson,East,DTP,High,5/29/2008,6.47,1,"50,816"
3/28/2007,Jennifer Ferguson,South,DTP,Medium,5/30/2008,13.88,1,"22,562"
3/28/2007,Jennifer Ferguson,South,Wholesaler,Medium,5/31/2008,14.7,1,"22,562"
3/28/2007,Don Weiss,South,Wholesaler,Not Specified,6/1/2008,60.2,1,"33,319"
3/28/2007,Dave Kipp,Central,DTP,Low,6/2/2008,4,1,"28,354"
3/29/2007,Jonathan Doherty,Central,DTP,Medium,6/3/2008,4.99,1,"2,144"
3/29/2007,Eileen Kiefer,South,DTP,Not Specified,6/4/2008,13.99,1,"48,357"
3/29/2007,Tony Sayre,East,Wholesaler,Low,6/5/2008,14,1,"52,576"
3/29/2007,Ryan Crowe,Central,DTP,Medium,6/6/2008,6.93,1,"4,516"
3/29/2007,Philip Brown,West,DTP,High,6/7/2008,5.4,1,"9,478"
3/29/2007,Nick Zandusky,South,Wholesaler,Critical,6/8/2008,14.36,1,"58,116"
3/29/2007,Philip Brown,West,DTP,High,6/9/2008,4.79,1,"9,478"
3/30/2007,Nora Paige,Central,DTP,High,6/10/2008,6.5,1,"16,229"
3/30/2007,Edward Becker,West,Custom Order,Not Specified,6/11/2008,7.64,1,"49,125"
3/30/2007,Nora Paige,Central,DTP,High,6/12/2008,3.3,1,"16,229"
3/30/2007,Grant Carroll,East,DTP,Not Specified,6/13/2008,5.81,1,"58,688"
3/31/2007,Fred Harton,West,DTP,Medium,6/14/2008,5.68,1,"22,755"
3/31/2007,Ashley Jarboe,West,Wholesaler,Medium,6/15/2008,30.06,1,"10,949"
3/31/2007,Tom Stivers,South,DTP,Critical,6/16/2008,5.01,1,"37,859"
3/31/2007,Fred Harton,West,DTP,Medium,6/17/2008,2.99,1,"22,755"
3/31/2007,Fred Harton,West,DTP,Medium,6/18/2008,5,1,"22,755"
3/31/2007,Tim Brockman,South,DTP,Low,6/19/2008,0.96,1,"2,915"
3/31/2007,Tim Brockman,South,DTP,Low,6/20/2008,4,1,"2,915"
4/1/2007,Liz Pelletier,Central,Custom Order,Critical,6/21/2008,4.81,1,"48,035"
4/1/2007,Dorothy Wardle,East,Custom Order,Not Specified,6/22/2008,5,1,"44,772"
4/1/2007,Thea Hudgings,Central,DTP,Critical,6/23/2008,1,1,"29,127"
4/2/2007,Thomas Boland,West,Custom Order,Not Specified,6/24/2008,7.19,1,"42,242"
4/2/2007,Karen Seio,South,DTP,High,6/25/2008,2.5,1,"8,295"
4/2/2007,Thomas Boland,West,DTP,Not Specified,6/26/2008,27.17,1,"42,242"
4/2/2007,Toby Swindell,South,Wholesaler,Critical,6/27/2008,30,1,"10,978"
4/2/2007,Karen Seio,South,DTP,High,6/28/2008,1.1,1,"8,295"
4/2/2007,Troy Staebel,South,DTP,Medium,6/29/2008,6.12,1,"17,795"
4/3/2007,Anthony Garverick,South,Wholesaler,Medium,6/30/2008,32.41,1,"22,978"
4/3/2007,Philip Brown,West,Custom Order,High,7/1/2008,5.86,1,"2,754"
4/3/2007,Scot Coram,West,Custom Order,Medium,7/2/2008,5.08,1,"48,518"
4/3/2007,Philip Brown,West,DTP,High,7/3/2008,0.99,1,"2,754"
4/3/2007,Philip Brown,West,Wholesaler,Critical,7/4/2008,58.92,1,"53,281"
4/4/2007,Nora Price,East,DTP,High,7/5/2008,10.84,1,"44,225"
4/5/2007,Lena Cacioppo,Central,DTP,Critical,7/6/2008,7.49,1,"25,475"
4/5/2007,Phillip Flathmann,Central,DTP,High,7/7/2008,11.51,1,"22,371"
4/5/2007,Alex Russell,South,Custom Order,Medium,7/8/2008,1.3,1,"13,959"
4/5/2007,Dave Brooks,Central,DTP,High,7/9/2008,9.71,1,"42,693"
4/5/2007,Alex Russell,South,DTP,Medium,7/10/2008,0.5,1,"13,959"
4/5/2007,Odella Nelson,West,DTP,Low,7/11/2008,0.99,1,"46,436"
4/6/2007,Eudokia Martin,East,DTP,High,7/12/2008,15.1,1,"36,452"
4/6/2007,Harold Dahlen,Central,DTP,High,7/13/2008,0.99,1,"50,016"
4/6/2007,Scot Wooten,Central,DTP,Not Specified,7/14/2008,13.89,1,"13,765"
4/6/2007,Eudokia Martin,East,DTP,High,7/15/2008,2.83,1,"36,452"
4/7/2007,Dave Poirier,South,DTP,Critical,7/16/2008,1.38,1,"14,114"
4/7/2007,Dave Poirier,South,DTP,Critical,7/17/2008,5.92,1,"14,114"
4/7/2007,Jenna Caffey,West,DTP,High,7/18/2008,4.59,1,"10,851"
4/7/2007,Tracy Blumstein,West,DTP,High,7/19/2008,7.69,1,"14,530"
4/7/2007,Corey Lock,East,Custom Order,Medium,7/20/2008,9.03,1,"35,361"
4/7/2007,Jenna Caffey,West,Custom Order,High,7/21/2008,4.99,1,"10,851"
4/7/2007,Corey Lock,East,DTP,Medium,7/22/2008,4.82,1,"35,361"
4/7/2007,Alex Grayson,West,Wholesaler,Medium,7/23/2008,54.92,1,"42,599"
4/7/2007,Tracy Blumstein,West,DTP,High,7/24/2008,40.5,1,"14,530"
4/7/2007,Michelle Ellison,West,DTP,Low,7/25/2008,12.23,1,"40,544"
4/7/2007,Dave Poirier,South,Wholesaler,Critical,7/26/2008,35.89,1,"14,114"
4/7/2007,Maurice Satty,Central,Custom Order,Low,7/27/2008,5.5,1,"5,921"
4/7/2007,Russell Applegate,Central,DTP,Low,7/28/2008,0.71,1,"26,918"
4/8/2007,Christine Kargatis,West,Custom Order,Medium,7/29/2008,8.99,1,"3,777"
4/8/2007,Grant Thornton,East,DTP,Medium,7/30/2008,5.26,1,"10,277"
4/8/2007,Nora Pelletier,South,DTP,Not Specified,7/31/2008,20.49,1,"34,432"
4/8/2007,Christopher Schild,Central,DTP,Low,8/1/2008,19.99,1,"8,994"
4/8/2007,Ashley Jarboe,West,DTP,Low,8/2/2008,5.3,1,"5,509"
4/8/2007,Ashley Jarboe,West,DTP,Low,8/3/2008,18.98,1,"5,509"
4/9/2007,Aaron Smayling,Central,DTP,Critical,8/4/2008,4.99,1,"1,189"
4/9/2007,Stuart Van,Central,DTP,Critical,8/5/2008,5.09,1,"13,028"
4/9/2007,Parhena Norris,East,DTP,Not Specified,8/6/2008,1.49,1,"31,171"
4/9/2007,Kelly Lampkin,West,Custom Order,Critical,8/7/2008,4.62,1,"12,768"
4/9/2007,Jay Fine,South,DTP,Low,8/8/2008,1.99,1,"2,722"
4/9/2007,Marc Crier,Central,Custom Order,Low,8/9/2008,0.5,1,"36,838"
4/10/2007,Evan Henry,South,DTP,Medium,8/10/2008,7.69,1,"11,174"
4/10/2007,Roy Collins,South,DTP,Not Specified,8/11/2008,6.02,1,"27,491"
4/10/2007,Michelle Ellison,West,DTP,Not Specified,8/12/2008,1.25,1,"40,258"
4/10/2007,Emily Ducich,Central,Wholesaler,High,8/13/2008,60,1,"8,646"
4/10/2007,Emily Phan,South,Wholesaler,Critical,8/14/2008,48.26,1,"45,120"
4/10/2007,Emily Ducich,Central,Custom Order,High,8/15/2008,6.5,1,"8,646"
4/10/2007,Emily Ducich,Central,DTP,High,8/16/2008,49,1,"8,646"
4/10/2007,Alex Russell,South,DTP,Low,8/17/2008,1.99,1,"58,914"
4/10/2007,Roy Collins,South,DTP,Not Specified,8/18/2008,27.72,1,"27,491"
4/10/2007,Michelle Ellison,West,DTP,Not Specified,8/19/2008,13.32,1,"40,258"
4/10/2007,Emily Ducich,Central,Wholesaler,High,8/20/2008,39,1,"8,646"
4/10/2007,Roy French,East,DTP,Low,8/21/2008,8.99,1,"39,815"
4/10/2007,Alex Russell,South,DTP,Low,8/22/2008,0.7,1,"58,914"
4/11/2007,Ellis Ballard,South,Custom Order,Medium,8/23/2008,4.86,1,"51,047"
4/11/2007,Brad Thomas,East,DTP,High,8/24/2008,11.28,1,"20,519"
4/11/2007,Ellis Ballard,South,DTP,Medium,8/25/2008,34.2,1,"51,047"
4/11/2007,Nat Carroll,West,DTP,Not Specified,8/26/2008,2.35,1,"29,219"
4/11/2007,Shahid Shariari,West,DTP,Not Specified,8/27/2008,7.34,1,"20,838"
4/11/2007,Duane Benoit,East,Wholesaler,Not Specified,8/28/2008,91.05,1,"27,456"
4/11/2007,James Lanier,East,DTP,Critical,8/29/2008,25.8,1,"43,269"
4/11/2007,David Kendrick,South,Wholesaler,Medium,8/30/2008,42.52,1,"29,284"
4/11/2007,Emily Phan,South,DTP,Not Specified,8/31/2008,6.96,1,"19,975"
4/12/2007,Emily Phan,South,DTP,Medium,9/1/2008,2.99,1,"58,279"
4/12/2007,Roy Skaria,Central,DTP,High,9/2/2008,2.85,1,"56,677"
4/12/2007,Brad Eason,Central,DTP,Not Specified,9/3/2008,21.48,1,"36,706"
4/13/2007,Dave Kipp,Central,DTP,High,9/4/2008,2.64,1,"55,040"
4/13/2007,Dave Kipp,Central,DTP,High,9/5/2008,15.25,1,"55,040"
4/13/2007,Dave Kipp,Central,Wholesaler,High,9/6/2008,29.7,1,"55,040"
4/14/2007,Thais Sissman,Central,Custom Order,Critical,9/7/2008,11.15,1,"55,046"
4/14/2007,Andy Reiter,South,DTP,Critical,9/8/2008,1.49,1,"9,635"
4/14/2007,Raymond Fair,West,DTP,Critical,9/9/2008,1.99,1,"44,448"
